country,age,gender,occupation,asset_id,image_url
爱尔兰,24,男,保安,asset-20260224195710-gtnjv,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/10d72a71b89c7173-asset-20260224195710-gtnjv.png
瑞典,18,女,导游,asset-20260224194624-5wt6w,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/d7adb9c988afc35f-asset-20260224194624-5wt6w.png
古巴,44,女,摄影师,asset-20260224195322-fvlvr,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/505234fdedfa7ef9-asset-20260224195322-fvlvr.png
尼泊尔,26,女,拉面师傅,asset-20260224200509-zz7rz,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/f5c9375a2dc5713f-asset-20260224200509-zz7rz.png
肯尼亚,33,女,农民,asset-20260224202526-7m92q,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/0f288baa2015364e-asset-20260224202526-7m92q.png
日本,33,女,护士,asset-20260224200614-mtx77,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/f460077eb51b5f65-asset-20260224200614-mtx77.png
瑞典,30,男,宠物美容师,asset-20260224200020-7mrph,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/4587b8b2d7ec7a03-asset-20260224200020-7mrph.png
土库曼斯坦,23,女,记者/媒体人,asset-20260224200735-lvpmp,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/2e9a2ddc51a6fda2-asset-20260224200735-lvpmp.png
哥伦比亚,22,女,作家,asset-20260224200355-nzzcd,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/58fc51f2f24b15da-asset-20260224200355-nzzcd.png
日本,35,男,保安,asset-20260224201640-skg8w,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/25079f4110d5f9bd-asset-20260224201640-skg8w.png
埃塞俄比亚,34,女,文员/行政,asset-20260224202405-nnnfp,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/fd9e5b1836c619b9-asset-20260224202405-nnnfp.png
挪威,46,女,记者/媒体人,asset-20260224195041-lnxjc,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/f83b550dbfa9a087-asset-20260224195041-lnxjc.png
美国,25,男,企业家/CEO,asset-20260224195837-mwpg4,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/7d0bc7fdd307a1b9-asset-20260224195837-mwpg4.png
牙买加,29,女,歌手,asset-20260224202417-rtvmr,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/4c25923c2177d68c-asset-20260224202417-rtvmr.png
阿根廷,32,女,高铁乘务员,asset-20260224194742-qtkwp,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/8dca901e4768b684-asset-20260224194742-qtkwp.png
瑞典,89,男,退休人员,asset-20260224200329-f5vbs,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/3815e70d93563eb7-asset-20260224200329-f5vbs.png
缅甸,34,女,宠物美容师,asset-20260224200753-7j9sx,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/57375310c0b445d5-asset-20260224200753-7j9sx.png
哥伦比亚,30,女,收纳整理师,asset-20260224202403-hnt5x,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/031aac16440c9f2c-asset-20260224202403-hnt5x.png
菲律宾,30,女,咖啡师,asset-20260224200530-kznn7,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/886643f2a8bb7964-asset-20260224200530-kznn7.png
土耳其,33,女,瑜伽/普拉提教练,asset-20260224195009-4qv7v,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/cf13356eec876ac1-asset-20260224195009-4qv7v.png
中国,25,女,银行柜员,asset-20260224200520-8k55j,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/07f8aacaa742595d-asset-20260224200520-8k55j.png
沙特阿拉伯,45,女,设计师,asset-20260224195213-52kxc,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/4b7dac2ab6137450-asset-20260224195213-52kxc.png
吉尔吉斯斯坦,24,男,烧烤师傅,asset-20260224201557-5knmv,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/a6b0149860435abd-asset-20260224201557-5knmv.png
匈牙利,33,男,企业高管,asset-20260224195807-86bc6,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/4e6a5e2aeb2e1ce5-asset-20260224195807-86bc6.png
马里,69,女,设计师,asset-20260224203005-lfjr9,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/3c5787b07a7f30b4-asset-20260224203005-lfjr9.png
丹麦,22,男,理发师,asset-20260224195646-gkszz,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/5093ab2da92dd7da-asset-20260224195646-gkszz.png
哈萨克斯坦,35,男,司机/货车司机,asset-20260224201651-gxxhh,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/bb47b72c93ced8e8-asset-20260224201651-gxxhh.png
韩国,22,男,保安,asset-20260224201530-zr9fb,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/b8c696df74018428-asset-20260224201530-zr9fb.png
中国,30,女,药剂师,asset-20260224200413-tf5xf,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/e61487d3545fa8f1-asset-20260224200413-tf5xf.png
印度,86,男,退休人员,asset-20260224200334-58v4g,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/8a9731c9cdd18e45-asset-20260224200334-58v4g.png
泰国,22,女,模特,asset-20260224200752-z5g8s,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/ade3ec391b7bd312-asset-20260224200752-z5g8s.png
土库曼斯坦,32,男,工程师,asset-20260224201634-pr4ms,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/8636edcd67cd0aa3-asset-20260224201634-pr4ms.png
法国,21,女,幼师,asset-20260224202526-c6nms,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/da87deee24042dba-asset-20260224202526-c6nms.png
丹麦,26,女,农民,asset-20260224194508-p5z2x,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/aaea38b579c04f21-asset-20260224194508-p5z2x.png
法国,34,女,模特,asset-20260224202300-m8dgb,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/b646195447b4872b-asset-20260224202300-m8dgb.png
莫桑比克,23,女,高铁乘务员,asset-20260224202411-m4jqq,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/d36e05231d4f3b1b-asset-20260224202411-m4jqq.png
乌克兰,32,男,店员/收银员,asset-20260224195557-gd7s5,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/592daca801567c2c-asset-20260224195557-gd7s5.png
中国,23,女,瑜伽/普拉提教练,asset-20260224200454-c9hqg,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/f10cc3c12246f1bc-asset-20260224200454-c9hqg.png
中国,29,女,咖啡师,asset-20260224200731-4wb9c,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/d261c620e4e3571d-asset-20260224200731-4wb9c.png
喀麦隆,31,女,教师,asset-20260224202527-gqbhq,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/fa9b23d280b5639e-asset-20260224202527-gqbhq.png
法国,23,男,房产中介,asset-20260224195624-bg7p7,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/f50636990c56c1a1-asset-20260224195624-bg7p7.png
印度尼西亚,18,女,婚礼策划师,asset-20260224200501-kqmpc,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/2ca0a0d77732d043-asset-20260224200501-kqmpc.png
马来西亚,44,女,科学家/研究员,asset-20260224201315-kwh2t,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/072c8d5c8ceaaf1d-asset-20260224201315-kwh2t.png
菲律宾,22,男,外科医生,asset-20260224201531-9dxk8,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/b90c126cd436fee4-asset-20260224201531-9dxk8.png
海地,33,男,理发师,asset-20260224203055-z2csz,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/ab18615212d13b4a-asset-20260224203055-z2csz.png
厄瓜多尔,26,女,多肉/花卉种植员,asset-20260224194433-bmpbj,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/61bdef215cbb1437-asset-20260224194433-bmpbj.png
伊朗,22,女,店员/收银员,asset-20260224194447-mk8tg,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/65ce175fb1745ee5-asset-20260224194447-mk8tg.png
加拿大,22,男,电竞选手,asset-20260224195713-hdj5r,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/bf22ebef6ee0d618-asset-20260224195713-hdj5r.png
韩国,53,女,客服,asset-20260224201232-drl4g,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/e2d888ac96ed575f-asset-20260224201232-drl4g.png
韩国,22,男,科学家/研究员,asset-20260224201529-jxl7c,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/509085d02d301874-asset-20260224201529-jxl7c.png
刚果（布）,27,女,美甲师,asset-20260224202410-57fvx,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/6fd748ab4f9a43e6-asset-20260224202410-57fvx.png
中国,32,女,工厂工人,asset-20260224200355-s589l,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/28249e137b2dbeee-asset-20260224200355-s589l.png
法国,28,女,保洁员,asset-20260224194714-7vlfl,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/36cf816d804dc444-asset-20260224194714-7vlfl.png
贝宁,24,男,摄影师,asset-20260224203054-9k9nx,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/585ea602f7c77355-asset-20260224203054-9k9nx.png
德国,78,男,退休人员,asset-20260224200329-8v4n2,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/1cdb692ee06b72a0-asset-20260224200329-8v4n2.png
中国,32,男,外科医生,asset-20260224201615-2lfvx,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/c502484b30361673-asset-20260224201615-2lfvx.png
巴西,24,女,收纳整理师,asset-20260224202408-4lv7n,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/81071d234dda7338-asset-20260224202408-4lv7n.png
格鲁吉亚,53,男,牙医,asset-20260224200111-w82x7,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/d0ba356b7ac1af56-asset-20260224200111-w82x7.png
印度,33,男,程序员,asset-20260224195737-jnprn,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/17c93aed9eec04e6-asset-20260224195737-jnprn.png
巴布亚新几内亚,21,男,农民,asset-20260224203119-ng6gk,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/23957dab59b02a8f-asset-20260224203119-ng6gk.png
中国,42,女性,企业高管,asset-20260224225734-gv64g,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/b0eb868c96d6d6db-asset-20260224225734-gv64g.png
贝宁,33,女,心理咨询师,asset-20260224202607-52qz7,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/3e96aa4aabe27e02-asset-20260224202607-52qz7.png
沙特阿拉伯,23,男,记者/媒体人,asset-20260224195717-5ddfd,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/fc3c953ebe8d6d19-asset-20260224195717-5ddfd.png
中国,21,女,护工/家政工,asset-20260224200431-jvg5n,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/2d4a640536a3d124-asset-20260224200431-jvg5n.png
菲律宾,29,男,企业家/CEO,asset-20260224201941-zqdzn,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/86a5695788b6b6f1-asset-20260224201941-zqdzn.png
日本,58,女,企业高管,asset-20260224201416-bfkjz,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/f4c1d8d466c2b5b9-asset-20260224201416-bfkjz.png
刚果（布）,63,男,企业高管,asset-20260224203455-vrqgl,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/99223d6e29d4a910-asset-20260224203455-vrqgl.png
奥地利,42,男,教师,asset-20260224200137-9t94d,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/bfbee8902bafeba9-asset-20260224200137-9t94d.png
马来西亚,35,男,工厂工人,asset-20260224201540-ptgdc,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/288cd9888ba787cd-asset-20260224201540-ptgdc.png
德国,23,女,护工/家政工,asset-20260224194955-rcktz,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/a6357790a1454fcd-asset-20260224194955-rcktz.png
泰国,36,男,外卖员,asset-20260224202208-vz4jg,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/c72d75ac043788ff-asset-20260224202208-vz4jg.png
埃塞俄比亚,36,女,文员/行政,asset-20260224202907-7fn9s,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/ea9ea4eaa869869d-asset-20260224202907-7fn9s.png
美国,32,女,火锅店员工,asset-20260224194810-p5fdw,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/e39c403ca5ac0909-asset-20260224194810-p5fdw.png
爱尔兰,33,男,网红/主播,asset-20260224195712-2jkgl,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/96e88cfc5e02b042-asset-20260224195712-2jkgl.png
中国,18,男,环卫工人,asset-20260224201721-plt8b,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/fc1ffd35bbe7f5f3-asset-20260224201721-plt8b.png
中国,32,男,外科医生,asset-20260224201711-qkh7w,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/8c560a3dde27b027-asset-20260224201711-qkh7w.png
日本,28,男,模特,asset-20260224202012-bkdj4,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/6ae36b581c27078e-asset-20260224202012-bkdj4.png
韩国,21,男,渔民,asset-20260224201632-zs5bg,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/1c49c95f2c5aab5f-asset-20260224201632-zs5bg.png
中国,20,女,收纳整理师,asset-20260224200837-tccxv,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/c99d055a92756fe1-asset-20260224200837-tccxv.png
中国,27,女,小贩/摊贩,asset-20260224200941-b2fkb,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/e7951dbfee4df54d-asset-20260224200941-b2fkb.png
牙买加,25,男,咖啡师,asset-20260224203233-gg2vq,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/ab95f7443f2b7b10-asset-20260224203233-gg2vq.png
中国,100,男,退休人员,asset-20260224202242-z9zj6,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/41fb8fe3bea6599d-asset-20260224202242-z9zj6.png
捷克,28,女,农民,asset-20260224194600-jlmxt,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/850216b7edc1514b-asset-20260224194600-jlmxt.png
亚美尼亚,20,女,多肉/花卉种植员,asset-20260224194954-m2v4p,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/fc8e6560068675f4-asset-20260224194954-m2v4p.png
格陵兰,36,女,外贸业务员,asset-20260224201050-7dc8g,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/97329284d483988e-asset-20260224201050-7dc8g.png
日本,50,男,程序员,asset-20260224202105-8vrcb,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/678e2ba11819f30f-asset-20260224202105-8vrcb.png
刚果（布）,45,女,收纳整理师,asset-20260224202720-7jmx6,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/728f200d2e1ba285-asset-20260224202720-7jmx6.png
葡萄牙,59,女,文员/行政,asset-20260224195420-q4tdx,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/c4ad5cfa3e1c2c87-asset-20260224195420-q4tdx.png
中国,97,男,退休人员,asset-20260224202253-9t2zt,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/45391b225634e3e2-asset-20260224202253-9t2zt.png
危地马拉,23,女,宠物美容师,asset-20260224200358-qfspg,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/1a6e5971f1665708-asset-20260224200358-qfspg.png
荷兰,40,女,健身教练,asset-20260224195152-r6kh8,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/c8c8cbeed052f296-asset-20260224195152-r6kh8.png
意大利,19,男,矿工,asset-20260224195813-qzmlb,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/256778b3dfea47f7-asset-20260224195813-qzmlb.png
孟加拉国,55,男,搬运工,asset-20260224200120-7jjrm,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/6496d7ab0f0af13c-asset-20260224200120-7jjrm.png
阿塞拜疆,28,女,保险业务员,asset-20260224194832-jcvhp,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/d67a9f22493ba3a1-asset-20260224194832-jcvhp.png
印度尼西亚,25,男,工厂工人,asset-20260224201712-wmpx2,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/8605e075d42e1876-asset-20260224201712-wmpx2.png
中国,33,女,高铁乘务员,asset-20260224200811-bfct5,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/f64c91a5f12edc12-asset-20260224200811-bfct5.png
以色列,22,男,歌手,asset-20260224195950-ht8zb,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/dffbeadc9bd4978b-asset-20260224195950-ht8zb.png
韩国,53,女,牙医,asset-20260224201054-sc7mk,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/ef5fec60358a7669-asset-20260224201054-sc7mk.png
泰国,69,女,画家/艺术家,asset-20260224201438-jkr8n,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/d70f1975282b9f7c-asset-20260224201438-jkr8n.png
蒙古国,49,女,网红/主播,asset-20260224201055-gn5sv,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/59de446e815828c6-asset-20260224201055-gn5sv.png
印度尼西亚,99,男,退休人员,asset-20260224202244-x7kt4,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/736196cb5f363ec7-asset-20260224202244-x7kt4.png
意大利,44,男,投资银行家/基金经理,asset-20260224200205-w6cq6,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/02f603b4b8b5bba5-asset-20260224200205-w6cq6.png
危地马拉,35,女,瑜伽/普拉提教练,asset-20260224201005-4279f,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/ac24709db9f19ea4-asset-20260224201005-4279f.png
中国,34,男,作家,asset-20260224201917-qkrcr,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/706e91f706bda69e-asset-20260224201917-qkrcr.png
瑞典,44,女,美甲师,asset-20260224195041-67zxx,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/44f6978c505bdcfb-asset-20260224195041-67zxx.png
乌克兰,40,男,小贩/摊贩,asset-20260224200039-bkqt8,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/d4e3fdadf7c66932-asset-20260224200039-bkqt8.png
墨西哥,32,女,银行柜员,asset-20260224200441-jjx9r,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/40b8d335d6a0acaa-asset-20260224200441-jjx9r.png
哈萨克斯坦,36,男,公务员,asset-20260224200134-l8qtg,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/5bd9fb201571418d-asset-20260224200134-l8qtg.png
阿塞拜疆,27,女,作家,asset-20260224194742-jm6cr,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/b60adc832e6385af-asset-20260224194742-jm6cr.png
法国,37,女,DJ/音乐制作人,asset-20260224195154-94gvl,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/bf1f1a24bcc7e273-asset-20260224195154-94gvl.png
澳大利亚,41,男,销售,asset-20260224203439-2z6jt,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/129c61071fabd504-asset-20260224203439-2z6jt.png
墨西哥,33,男,模特,asset-20260224195927-kgn2m,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/551c952d9d28e1c9-asset-20260224195927-kgn2m.png
秘鲁,40,男,外科医生,asset-20260224203350-z5g5j,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/0bed4cee50aa6b3c-asset-20260224203350-z5g5j.png
德国,47,男,企业家/CEO,asset-20260224200109-r66pl,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/198bd7f4978d2490-asset-20260224200109-r66pl.png
西班牙,30,女,护士,asset-20260224194739-hb67r,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/2a1a17a38f32efc9-asset-20260224194739-hb67r.png
日本,55,男,企业高管,asset-20260224202204-mbl84,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/50e7d15108d5124a-asset-20260224202204-mbl84.png
亚美尼亚,19,男,快递员,asset-20260224195945-8gwxx,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/313b7119063a1ec9-asset-20260224195945-8gwxx.png
印度尼西亚,74,男,烧烤师傅,asset-20260224202216-x4nst,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/edddf645936f292b-asset-20260224202216-x4nst.png
美国,25,男,歌手,asset-20260224203212-bsfvk,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/c185224315ec1fd2-asset-20260224203212-bsfvk.png
沙特阿拉伯,54,男,摄影师,asset-20260224200044-776kg,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/78c41d2f112cb651-asset-20260224200044-776kg.png
秘鲁,30,女,保险业务员,asset-20260224194639-cjk7t,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/1b3fbda6b2c4a043-asset-20260224194639-cjk7t.png
中国,21,男,作家,asset-20260224201648-wc7pz,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/5a38d7c02722b5d1-asset-20260224201648-wc7pz.png
中国,23,男,快递员,asset-20260224201726-hpsnf,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/05e7a4f67b211349-asset-20260224201726-hpsnf.png
墨西哥,35,女,西餐厨师/糕点师,asset-20260224200452-tgldq,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/2fb4c3d4cbc6ca09-asset-20260224200452-tgldq.png
委内瑞拉,23,男,公务员,asset-20260224195912-hxj9r,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/6b6dccf1ad1c2ac2-asset-20260224195912-hxj9r.png
印度尼西亚,31,女,心理咨询师,asset-20260224200501-sgfqq,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/a9d78eb58a1800b6-asset-20260224200501-sgfqq.png
沙特阿拉伯,35,男,理发师,asset-20260224200008-pf775,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/9f2a967c46f4fb99-asset-20260224200008-pf775.png
中国,47,女,作家,asset-20260224201254-fsr2x,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/ae9d5e8b4a07703a-asset-20260224201254-fsr2x.png
乌拉圭,52,男,投资银行家/基金经理,asset-20260224200124-47jfv,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/e5825b593d51cb95-asset-20260224200124-47jfv.png
肯尼亚,37,男,渔民,asset-20260224203350-zn84t,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/4fa949f7168d9b36-asset-20260224203350-zn84t.png
印度尼西亚,30,男,多肉/花卉种植员,asset-20260224201808-82kqn,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/63f05bdc432b82e8-asset-20260224201808-82kqn.png
日本,29,女,健身教练,asset-20260224200855-dkd2q,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/630c2e4193b0b3bb-asset-20260224200855-dkd2q.png
尼日利亚,23,女,销售,asset-20260224202354-fzz9f,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/77decafbdefdc8d3-asset-20260224202354-fzz9f.png
德国,31,男,销售,asset-20260224195759-7nl5z,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/5bfd88ecb7086136-asset-20260224195759-7nl5z.png
日本,47,女,牙医,asset-20260224201330-vtkqt,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/ea03af2c53842818-asset-20260224201330-vtkqt.png
尼泊尔,99,女,退休人员,asset-20260224201454-ptrln,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/c8d0b43216f2b107-asset-20260224201454-ptrln.png
斐济,29,女,服务员,asset-20260224202524-4sswx,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/e36cd450cb95b1f9-asset-20260224202524-4sswx.png
澳大利亚,19,女,瑜伽/普拉提教练,asset-20260224202655-ggpkn,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/d153fa9a164ef7e6-asset-20260224202655-ggpkn.png
巴布亚新几内亚,20,男,歌手,asset-20260224203241-2zg7q,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/da1f7c27bc172de3-asset-20260224203241-2zg7q.png
印度尼西亚,29,男,水产养殖员,asset-20260224201655-h8xdj,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/510a64d3c52b2d42-asset-20260224201655-h8xdj.png
韩国,30,女,投资银行家/基金经理,asset-20260224200434-lxhcl,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/d605d6332ca1c2b8-asset-20260224200434-lxhcl.png
日本,54,女,销售,asset-20260224201107-dnt6q,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/859b2d2bd89a2087-asset-20260224201107-dnt6q.png
秘鲁,23,男,工程师,asset-20260224195858-ckw9g,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/38f5075eed014e48-asset-20260224195858-ckw9g.png
中国,38,女,会计,asset-20260224201118-rfwxq,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/ace308f4e2aa7900-asset-20260224201118-rfwxq.png
玻利维亚,46,女,环卫工人,asset-20260224195209-f7r4r,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/52f978edb808b94e-asset-20260224195209-f7r4r.png
尼泊尔,40,女,养蜂人,asset-20260224201351-d8tv8,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/f1c6da68411cadbd-asset-20260224201351-d8tv8.png
厄立特里亚,50,女,文员/行政,asset-20260224202726-6zj7k,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/469f17dae36b7bb4-asset-20260224202726-6zj7k.png
荷兰,25,男,大学生,asset-20260224195808-56h4c,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/649f9f13eb66336e-asset-20260224195808-56h4c.png
阿根廷,23,女,歌手,asset-20260224194959-2n7jl,https://sscm-media.oss-cn-guangzhou.aliyuncs.com/image/migrated/39eca94ba17106bb-asset-20260224194959-2n7jl.png
